id_estudiante,codigo_universitario,nombres,apellidos,edad,sexo,carrera,facultad,ciclo,fecha_nacimiento,estado_matricula,promedio_general,asistencia,cursos_aprobados,cursos_desaprobados,creditos_aprobados,ciclo_academico,riesgo_academico,nivel_estres_num,nivel_ansiedad_num,bienestar_general,horas_sueno,actividad_fisica,estado_emocional,horas_ejercicio,frecuencia_semanal
3896,202603896,Che,Arce,26,Femenino,Arquitectura,Arquitectura,2,2004-07-25,Matriculado,13.2,99.69,5,0,20,2026-I,Medio,6,7,1.74,9,1,Motivado,2.2,1
3897,202603897,Emma,Jara,18,Masculino,Contabilidad,Ciencias Empresariales,4,1996-12-26,Retirado,13.61,91.48,4,2,16,2026-I,Medio,6,5,2.39,6,3,Feliz,1.3,4
3898,202603898,Gabriel,Armas,23,Femenino,Arquitectura,Arquitectura,10,2000-05-22,Reserva,14.16,61.04,8,1,32,2026-I,Medio,10,3,2.63,8,5,Estresado,1.1,4
3899,202603899,Ainara,Arjona,21,Masculino,Contabilidad,Ciencias Empresariales,1,1997-04-21,Reserva,10.59,64.05,5,0,20,2026-I,Alto,4,3,3.04,6,5,Tranquilo,1.9,4
3900,202603900,Aitana,Zamorano,23,Masculino,Ingeniería de Sistemas,Ingeniería,9,1997-04-11,Retirado,16.0,65.14,8,0,32,2026-I,Bajo,8,2,1.24,6,5,Feliz,1.5,6
3901,202603901,Olegario,Girona,23,Masculino,Administración,Ciencias Empresariales,7,2001-10-28,Retirado,12.24,81.3,7,2,28,2026-I,Alto,9,8,3.06,8,1,Motivado,1.8,2
3902,202603902,Noa,Cuéllar,22,Masculino,Marketing,Ciencias Empresariales,9,2000-03-20,Retirado,17.96,79.98,7,0,28,2026-I,Bajo,2,9,3.78,8,3,Motivado,2.2,3
3903,202603903,Teresa,Álvarez,27,Masculino,Contabilidad,Ciencias Empresariales,4,2006-10-21,Retirado,19.9,89.76,8,3,32,2026-I,Bajo,8,8,1.81,8,1,Feliz,0.8,1
3904,202603904,Concha,Toro,27,Femenino,Derecho,Derecho,10,2003-06-22,Reserva,16.68,85.43,5,1,20,2026-I,Bajo,2,1,4.29,10,2,Motivado,2.4,1
3905,202603905,Eva,Cervantes,22,Femenino,Ingeniería de Sistemas,Ingeniería,3,2002-02-12,Retirado,18.94,96.32,8,3,32,2026-I,Bajo,4,4,2.04,7,5,Feliz,1.8,3
3906,202603906,Ariel,Díez,24,Femenino,Contabilidad,Ciencias Empresariales,7,1997-04-20,Reserva,18.97,72.59,4,2,16,2026-I,Bajo,8,4,1.68,6,1,Ansioso,0.3,4
3907,202603907,Fidel,Romero,19,Femenino,Administración,Ciencias Empresariales,4,2000-12-20,Matriculado,14.56,64.63,5,0,20,2026-I,Medio,10,8,3.29,5,3,Estresado,2.4,6
3908,202603908,Albino,Mancebo,17,Masculino,Enfermería,Ciencias de la Salud,6,1997-04-13,Retirado,19.91,88.48,7,2,28,2026-I,Bajo,1,1,4.08,7,5,Ansioso,0.4,4
3909,202603909,Lalo,Soto,23,Femenino,Contabilidad,Ciencias Empresariales,6,2007-04-10,Reserva,14.89,64.68,6,0,24,2026-I,Medio,3,7,1.78,9,1,Feliz,2.4,7
3910,202603910,Íngrid,Bermudez,19,Masculino,Arquitectura,Arquitectura,1,1997-03-20,Retirado,19.28,66.07,8,1,32,2026-I,Bajo,2,4,1.83,7,1,Ansioso,2.0,7
3911,202603911,Severo,Nebot,17,Femenino,Ingeniería de Sistemas,Ingeniería,3,1999-07-29,Retirado,12.17,71.95,8,3,32,2026-I,Alto,1,7,1.56,7,2,Ansioso,1.0,2
3912,202603912,Ámbar,Torralba,27,Masculino,Arquitectura,Arquitectura,9,2000-02-08,Retirado,18.26,73.44,8,3,32,2026-I,Bajo,9,7,3.0,9,2,Feliz,1.1,7
3913,202603913,Vinicio,Lorenzo,25,Femenino,Ingeniería de Sistemas,Ingeniería,4,2000-05-15,Retirado,16.45,88.67,5,3,20,2026-I,Bajo,9,8,4.26,10,3,Estresado,2.9,6
3914,202603914,Bartolomé,Soto,26,Femenino,Administración,Ciencias Empresariales,6,2003-10-07,Matriculado,11.33,95.31,4,3,16,2026-I,Alto,2,1,3.79,8,3,Motivado,0.2,7
3915,202603915,Víctor,Galiano,28,Femenino,Administración,Ciencias Empresariales,10,2005-06-28,Reserva,13.34,90.18,7,3,28,2026-I,Medio,4,5,1.29,10,2,Tranquilo,0.4,5
3916,202603916,Narcisa,Molins,25,Femenino,Administración,Ciencias Empresariales,3,2008-04-10,Reserva,10.09,78.04,5,1,20,2026-I,Alto,7,6,3.76,6,3,Ansioso,0.1,5
3917,202603917,María,Francisco,26,Masculino,Arquitectura,Arquitectura,7,1995-11-02,Retirado,13.23,62.01,8,2,32,2026-I,Medio,4,10,4.14,7,5,Tranquilo,1.6,5
3918,202603918,Rubén,Salas,29,Femenino,Derecho,Derecho,1,2004-12-04,Reserva,16.22,61.55,8,2,32,2026-I,Bajo,7,10,4.02,4,5,Ansioso,1.8,1
3919,202603919,Eustaquio,Oliveras,26,Masculino,Arquitectura,Arquitectura,3,2005-06-02,Matriculado,16.8,91.81,5,0,20,2026-I,Bajo,8,8,3.0,4,5,Tranquilo,2.6,3
3920,202603920,Óscar,Posada,20,Masculino,Psicología,Ciencias de la Salud,7,2000-03-25,Reserva,10.2,77.95,8,1,32,2026-I,Alto,6,3,3.26,8,2,Ansioso,0.7,3
3921,202603921,Ambrosio,Cazorla,26,Masculino,Administración,Ciencias Empresariales,4,2006-10-03,Matriculado,17.05,74.95,5,3,20,2026-I,Bajo,4,3,3.81,8,5,Tranquilo,2.3,7
3922,202603922,Isidro,Tudela,19,Femenino,Ingeniería de Sistemas,Ingeniería,5,2009-01-01,Matriculado,13.04,65.49,4,3,16,2026-I,Medio,3,2,1.35,10,3,Ansioso,2.0,3
3923,202603923,Pilar,Palau,28,Masculino,Arquitectura,Arquitectura,1,1998-05-01,Retirado,10.15,87.65,6,3,24,2026-I,Alto,7,9,1.37,4,4,Feliz,0.7,4
3924,202603924,Macaria,Cantón,17,Femenino,Marketing,Ciencias Empresariales,2,2004-06-18,Retirado,16.78,72.14,7,1,28,2026-I,Bajo,7,1,2.79,10,4,Motivado,0.2,1
3925,202603925,Rosario,Esteban,21,Femenino,Psicología,Ciencias de la Salud,1,1995-12-18,Matriculado,16.35,66.33,6,0,24,2026-I,Bajo,8,9,2.37,7,2,Ansioso,0.6,1
3926,202603926,Cayetana,Andreu,19,Masculino,Derecho,Derecho,5,2000-11-16,Matriculado,13.37,63.32,4,0,16,2026-I,Medio,3,9,4.91,8,4,Estresado,1.4,3
3927,202603927,Gregorio,Boada,23,Masculino,Enfermería,Ciencias de la Salud,4,2007-03-28,Matriculado,12.93,61.39,8,1,32,2026-I,Alto,5,9,3.98,7,5,Ansioso,0.6,5
3928,202603928,Dulce,Puga,18,Femenino,Ingeniería de Sistemas,Ingeniería,7,1998-03-30,Matriculado,16.88,97.12,7,0,28,2026-I,Bajo,8,1,4.14,9,2,Estresado,2.1,2
3929,202603929,Néstor,Giralt,25,Masculino,Contabilidad,Ciencias Empresariales,2,2002-03-31,Reserva,12.67,98.76,7,3,28,2026-I,Alto,7,5,1.63,10,1,Tranquilo,2.4,6
3930,202603930,Julián,Quintanilla,26,Femenino,Contabilidad,Ciencias Empresariales,10,1999-04-14,Reserva,12.38,94.06,6,1,24,2026-I,Alto,5,8,3.71,7,2,Motivado,0.7,2
3931,202603931,Jonatan,Escudero,26,Masculino,Derecho,Derecho,2,2000-04-07,Matriculado,18.65,69.22,8,1,32,2026-I,Bajo,5,1,4.71,4,5,Estresado,2.1,6
3932,202603932,Clementina,Berenguer,26,Masculino,Derecho,Derecho,8,2006-02-28,Reserva,14.04,96.91,6,3,24,2026-I,Medio,1,6,3.89,7,5,Ansioso,2.0,2
3933,202603933,Isa,Arce,20,Femenino,Enfermería,Ciencias de la Salud,4,2000-12-21,Retirado,10.83,90.38,7,0,28,2026-I,Alto,2,3,4.06,8,1,Motivado,1.0,4
3934,202603934,Maxi,Palacios,24,Femenino,Contabilidad,Ciencias Empresariales,1,2002-11-22,Reserva,10.83,89.31,7,2,28,2026-I,Alto,1,5,1.59,4,3,Motivado,2.1,4
3935,202603935,Palmira,Alvarado,30,Femenino,Arquitectura,Arquitectura,1,1996-04-08,Reserva,13.75,76.16,7,0,28,2026-I,Medio,4,1,4.51,4,4,Motivado,0.9,4
3936,202603936,Leonel,Bonilla,29,Masculino,Enfermería,Ciencias de la Salud,2,2006-07-31,Matriculado,19.72,84.67,4,2,16,2026-I,Bajo,8,9,1.84,6,4,Estresado,1.1,6
3937,202603937,Rebeca,Sanmiguel,21,Masculino,Psicología,Ciencias de la Salud,5,2007-11-05,Matriculado,14.93,79.31,7,1,28,2026-I,Medio,5,2,1.7,8,4,Estresado,2.3,7
3938,202603938,Mariano,Luján,23,Masculino,Administración,Ciencias Empresariales,3,2006-06-19,Reserva,11.34,93.38,8,1,32,2026-I,Alto,10,10,4.47,8,4,Estresado,1.8,5
3939,202603939,Teresita,Salvador,26,Femenino,Derecho,Derecho,1,1995-12-06,Reserva,16.59,88.27,8,0,32,2026-I,Bajo,2,3,4.39,6,4,Feliz,2.2,3
3940,202603940,Tatiana,Rodriguez,19,Femenino,Ingeniería de Sistemas,Ingeniería,9,2000-07-31,Reserva,15.59,80.13,7,1,28,2026-I,Medio,5,9,1.29,7,2,Ansioso,1.4,4
3941,202603941,Aníbal,Amo,27,Femenino,Arquitectura,Arquitectura,6,2004-09-30,Matriculado,19.16,97.2,8,1,32,2026-I,Bajo,1,6,2.05,6,2,Tranquilo,0.1,4
3942,202603942,Timoteo,Ferrán,29,Femenino,Enfermería,Ciencias de la Salud,1,2003-01-01,Matriculado,18.8,76.81,6,3,24,2026-I,Bajo,10,7,5.0,4,2,Motivado,0.6,2
3943,202603943,Bernabé,Armengol,29,Masculino,Marketing,Ciencias Empresariales,9,2008-01-08,Matriculado,19.92,68.34,7,2,28,2026-I,Bajo,8,9,3.37,7,2,Motivado,1.0,7
3944,202603944,Lope,Calzada,26,Masculino,Psicología,Ciencias de la Salud,5,2004-04-19,Reserva,13.65,81.8,4,1,16,2026-I,Medio,10,7,1.88,8,3,Tranquilo,2.8,2
3945,202603945,Belen,Pla,30,Masculino,Derecho,Derecho,1,2006-09-02,Reserva,18.17,93.11,4,2,16,2026-I,Bajo,2,1,3.93,9,4,Estresado,0.0,5
3946,202603946,Yolanda,Vicens,27,Femenino,Ingeniería de Sistemas,Ingeniería,4,2009-06-24,Retirado,15.79,85.59,8,1,32,2026-I,Medio,9,2,2.35,8,5,Motivado,0.5,3
3947,202603947,Tomás,Nevado,23,Femenino,Marketing,Ciencias Empresariales,7,2005-11-21,Retirado,10.56,92.73,4,0,16,2026-I,Alto,3,9,3.44,9,2,Tranquilo,2.6,1
3948,202603948,Lucía,Flor,22,Femenino,Derecho,Derecho,10,1996-12-26,Retirado,16.15,94.11,8,3,32,2026-I,Bajo,8,9,1.44,10,3,Ansioso,2.0,5
3949,202603949,Raquel,Gallardo,22,Masculino,Psicología,Ciencias de la Salud,9,2004-05-04,Matriculado,19.66,68.9,4,0,16,2026-I,Bajo,7,7,4.05,10,3,Ansioso,1.8,3
3950,202603950,Susana,Águila,20,Femenino,Marketing,Ciencias Empresariales,3,2001-07-24,Reserva,17.01,97.7,5,0,20,2026-I,Bajo,8,9,3.99,6,3,Estresado,1.3,7
3951,202603951,Julián,Laguna,23,Masculino,Administración,Ciencias Empresariales,7,2002-12-06,Matriculado,11.09,83.85,6,2,24,2026-I,Alto,7,5,3.69,6,4,Tranquilo,1.5,4
3952,202603952,Emelina,Capdevila,25,Masculino,Enfermería,Ciencias de la Salud,10,1998-11-01,Reserva,10.27,94.13,4,3,16,2026-I,Alto,5,8,1.91,7,3,Tranquilo,2.2,2
3953,202603953,Ani,Cerdá,20,Masculino,Marketing,Ciencias Empresariales,2,2000-10-26,Retirado,15.99,95.91,5,3,20,2026-I,Medio,7,10,4.16,8,3,Estresado,2.5,7
3954,202603954,Isabel,Capdevila,27,Femenino,Contabilidad,Ciencias Empresariales,6,2004-12-20,Retirado,11.06,83.28,6,2,24,2026-I,Alto,9,9,2.07,10,5,Estresado,1.7,7
3955,202603955,Hernán,Seguí,27,Femenino,Derecho,Derecho,9,2008-10-15,Reserva,18.43,64.25,8,0,32,2026-I,Bajo,5,6,2.87,8,3,Ansioso,2.8,7
3956,202603956,Rogelio,Roma,27,Femenino,Marketing,Ciencias Empresariales,8,2004-02-13,Retirado,11.97,97.57,4,2,16,2026-I,Alto,8,3,3.12,6,4,Feliz,0.6,1
3957,202603957,Juan Antonio,Carbajo,29,Femenino,Contabilidad,Ciencias Empresariales,7,1999-05-30,Matriculado,19.89,83.79,5,1,20,2026-I,Bajo,2,7,3.84,10,5,Ansioso,2.3,4
3958,202603958,Arsenio,Calvo,23,Femenino,Psicología,Ciencias de la Salud,7,2000-06-04,Reserva,19.72,83.33,8,3,32,2026-I,Bajo,7,5,4.94,7,1,Tranquilo,2.4,1
3959,202603959,Victoriano,Diéguez,17,Femenino,Marketing,Ciencias Empresariales,2,2002-04-06,Retirado,13.56,82.97,5,2,20,2026-I,Medio,10,8,4.09,10,3,Feliz,0.3,4
3960,202603960,Tania,Nevado,30,Femenino,Arquitectura,Arquitectura,1,2005-03-12,Reserva,14.19,61.99,5,2,20,2026-I,Medio,2,1,3.35,7,2,Estresado,1.8,5
3961,202603961,Dora,Rico,29,Masculino,Enfermería,Ciencias de la Salud,4,1996-10-02,Matriculado,19.23,92.39,5,3,20,2026-I,Bajo,3,7,4.69,7,2,Feliz,1.7,7
3962,202603962,Basilio,Badía,29,Masculino,Contabilidad,Ciencias Empresariales,1,2000-03-10,Matriculado,13.05,77.22,7,0,28,2026-I,Medio,9,10,2.79,7,4,Feliz,3.0,4
3963,202603963,Carlota,Sandoval,18,Masculino,Administración,Ciencias Empresariales,10,2001-02-16,Retirado,16.38,68.46,7,0,28,2026-I,Bajo,10,5,3.74,6,1,Estresado,0.8,1
3964,202603964,Samuel,Ropero,17,Femenino,Marketing,Ciencias Empresariales,7,2000-11-11,Reserva,16.86,96.54,6,0,24,2026-I,Bajo,9,6,4.62,4,1,Ansioso,1.0,4
3965,202603965,Gonzalo,Abascal,19,Masculino,Enfermería,Ciencias de la Salud,3,2003-07-07,Retirado,15.34,99.06,6,1,24,2026-I,Medio,1,7,4.71,6,5,Estresado,1.9,3
3966,202603966,Florina,Navarrete,18,Masculino,Administración,Ciencias Empresariales,4,1997-02-11,Reserva,12.97,97.81,5,0,20,2026-I,Alto,1,7,5.0,8,4,Motivado,0.2,4
3967,202603967,Eva,Osuna,25,Femenino,Ingeniería de Sistemas,Ingeniería,1,1997-11-14,Retirado,12.81,92.14,7,3,28,2026-I,Alto,9,2,4.2,8,4,Motivado,0.4,4
3968,202603968,Santos,Carrera,21,Femenino,Marketing,Ciencias Empresariales,6,1995-08-13,Retirado,11.09,69.04,5,0,20,2026-I,Alto,7,6,3.42,8,1,Feliz,1.2,4
3969,202603969,Santiago,Meléndez,23,Femenino,Arquitectura,Arquitectura,3,2000-03-10,Matriculado,15.46,90.46,4,1,16,2026-I,Medio,3,1,3.17,10,1,Feliz,0.4,2
3970,202603970,Mariana,Sandoval,30,Femenino,Ingeniería de Sistemas,Ingeniería,4,2005-12-20,Retirado,17.09,82.94,6,0,24,2026-I,Bajo,8,9,1.78,6,5,Tranquilo,0.2,3
3971,202603971,Alex,Galán,21,Femenino,Enfermería,Ciencias de la Salud,5,1997-08-30,Matriculado,10.06,99.64,8,1,32,2026-I,Alto,8,10,3.76,6,2,Ansioso,0.9,7
3972,202603972,Natalio,Girón,23,Femenino,Administración,Ciencias Empresariales,7,2005-09-03,Matriculado,16.71,93.25,7,2,28,2026-I,Bajo,10,7,1.74,5,2,Motivado,1.8,2
3973,202603973,Edmundo,Soriano,29,Femenino,Arquitectura,Arquitectura,2,2006-02-10,Matriculado,10.1,90.56,8,3,32,2026-I,Alto,3,2,2.57,10,5,Feliz,2.9,4
3974,202603974,Benigno,Jiménez,30,Femenino,Contabilidad,Ciencias Empresariales,2,1996-03-16,Retirado,13.78,64.58,7,0,28,2026-I,Medio,4,9,3.14,9,1,Tranquilo,0.1,3
3975,202603975,Nacho,Vicens,26,Masculino,Administración,Ciencias Empresariales,10,2006-11-07,Matriculado,13.95,60.39,7,1,28,2026-I,Medio,3,1,1.35,8,3,Tranquilo,0.2,3
3976,202603976,Narciso,Valenciano,29,Femenino,Contabilidad,Ciencias Empresariales,7,1998-02-19,Reserva,14.78,94.76,4,0,16,2026-I,Medio,8,3,1.74,4,2,Tranquilo,1.2,3
3977,202603977,Vilma,Cózar,18,Masculino,Ingeniería de Sistemas,Ingeniería,2,1995-11-22,Retirado,16.99,82.68,8,2,32,2026-I,Bajo,10,10,3.51,5,2,Motivado,0.8,2
3978,202603978,Augusto,Girón,28,Femenino,Derecho,Derecho,7,1999-05-06,Matriculado,12.55,94.08,6,0,24,2026-I,Alto,10,3,3.77,5,1,Tranquilo,1.5,4
3979,202603979,Zaira,Roda,25,Masculino,Derecho,Derecho,9,1997-07-24,Matriculado,18.19,73.94,7,0,28,2026-I,Bajo,6,10,1.48,5,2,Feliz,2.4,6
3980,202603980,Porfirio,Alcalde,28,Masculino,Marketing,Ciencias Empresariales,6,1996-09-13,Matriculado,11.7,80.47,6,3,24,2026-I,Alto,1,9,3.55,8,4,Feliz,2.4,4
3981,202603981,Maribel,Segovia,22,Masculino,Ingeniería de Sistemas,Ingeniería,9,2001-05-02,Retirado,15.26,72.28,4,1,16,2026-I,Medio,4,3,4.93,5,1,Ansioso,1.4,6
3982,202603982,Manuela,Donaire,26,Masculino,Psicología,Ciencias de la Salud,6,1997-08-24,Reserva,14.31,61.03,8,2,32,2026-I,Medio,3,8,4.37,9,5,Motivado,1.8,6
3983,202603983,Rufina,Español,30,Masculino,Derecho,Derecho,8,2005-10-19,Matriculado,17.08,96.57,8,0,32,2026-I,Bajo,4,8,1.2,9,4,Feliz,1.1,1
3984,202603984,Emilio,Rocamora,30,Femenino,Enfermería,Ciencias de la Salud,1,1997-02-17,Matriculado,19.11,65.8,7,1,28,2026-I,Bajo,5,2,1.15,5,4,Motivado,0.3,5
3985,202603985,Manolo,Leon,17,Masculino,Psicología,Ciencias de la Salud,5,2002-05-27,Retirado,10.13,69.05,5,1,20,2026-I,Alto,2,10,1.95,10,3,Feliz,2.3,7
3986,202603986,Salud,Plana,20,Masculino,Psicología,Ciencias de la Salud,8,2005-02-06,Matriculado,19.89,63.19,4,1,16,2026-I,Bajo,10,8,1.57,8,5,Estresado,2.4,5
3987,202603987,Dalila,Morales,28,Masculino,Marketing,Ciencias Empresariales,5,2008-10-23,Matriculado,19.3,94.14,4,1,16,2026-I,Bajo,9,8,3.68,8,1,Tranquilo,0.0,6
3988,202603988,Severiano,Calvet,21,Masculino,Marketing,Ciencias Empresariales,8,1995-10-12,Reserva,18.13,89.49,7,3,28,2026-I,Bajo,10,8,3.12,6,2,Ansioso,0.7,7
3989,202603989,Elisabet,Doménech,30,Femenino,Administración,Ciencias Empresariales,2,2004-10-22,Matriculado,11.88,64.9,8,2,32,2026-I,Alto,8,5,2.0,9,3,Feliz,2.4,3
3990,202603990,Mirta,Diaz,20,Femenino,Derecho,Derecho,5,2007-04-03,Matriculado,12.81,67.01,5,1,20,2026-I,Alto,9,9,4.82,10,3,Feliz,0.0,5
3991,202603991,María,Fernández,18,Masculino,Contabilidad,Ciencias Empresariales,9,2000-11-29,Retirado,16.33,78.12,4,3,16,2026-I,Bajo,9,6,1.97,6,5,Tranquilo,1.3,6
3992,202603992,Tiburcio,Alemany,27,Masculino,Enfermería,Ciencias de la Salud,6,2006-06-14,Reserva,16.98,79.98,8,3,32,2026-I,Bajo,8,8,2.32,8,5,Feliz,2.2,7
3993,202603993,Anabel,Guardia,19,Femenino,Enfermería,Ciencias de la Salud,8,2004-08-24,Retirado,15.37,63.19,6,1,24,2026-I,Medio,2,1,4.39,9,1,Estresado,0.5,5
3994,202603994,Evangelina,Raya,26,Masculino,Marketing,Ciencias Empresariales,2,2003-06-19,Reserva,12.55,82.39,6,3,24,2026-I,Alto,2,6,3.71,4,4,Ansioso,1.8,6
3995,202603995,Domitila,Baeza,22,Masculino,Ingeniería de Sistemas,Ingeniería,10,1996-02-27,Retirado,14.93,75.07,6,2,24,2026-I,Medio,10,3,1.95,4,4,Estresado,0.2,7
3996,202603996,Juan Antonio,Mariscal,19,Femenino,Ingeniería de Sistemas,Ingeniería,3,2000-06-11,Reserva,11.15,94.33,6,2,24,2026-I,Alto,8,2,3.4,4,4,Ansioso,2.5,4
3997,202603997,Olegario,Varela,22,Masculino,Psicología,Ciencias de la Salud,6,2004-10-30,Retirado,16.88,86.16,4,3,16,2026-I,Bajo,9,4,1.65,6,2,Ansioso,2.0,6
3998,202603998,Ignacio,Ruiz,20,Masculino,Arquitectura,Arquitectura,2,1999-06-07,Retirado,19.16,97.32,4,1,16,2026-I,Bajo,10,6,4.63,5,2,Motivado,0.6,4
3999,202603999,Vilma,Alfaro,26,Femenino,Psicología,Ciencias de la Salud,9,2004-01-24,Retirado,13.51,91.68,4,3,16,2026-I,Medio,8,8,2.93,5,1,Ansioso,0.7,5
4000,202604000,Ricardo,Benet,19,Femenino,Marketing,Ciencias Empresariales,2,1998-05-07,Retirado,18.56,75.04,8,2,32,2026-I,Bajo,10,7,2.27,6,3,Ansioso,2.2,7
4001,202604001,Sarita,Arteaga,21,Femenino,Contabilidad,Ciencias Empresariales,7,2001-04-01,Retirado,15.21,76.06,4,1,16,2026-I,Medio,6,5,4.72,6,1,Estresado,1.2,5
4002,202604002,Humberto,Vigil,25,Masculino,Derecho,Derecho,7,2002-12-08,Retirado,11.49,69.29,5,1,20,2026-I,Alto,9,1,1.29,9,5,Estresado,0.5,6
4003,202604003,Yolanda,Pi,19,Masculino,Psicología,Ciencias de la Salud,1,2005-11-08,Reserva,15.68,98.65,5,0,20,2026-I,Medio,6,8,4.54,5,2,Tranquilo,1.3,1
4004,202604004,Amador,Daza,18,Masculino,Enfermería,Ciencias de la Salud,4,2007-05-01,Retirado,17.34,97.07,4,3,16,2026-I,Bajo,7,5,4.9,9,4,Tranquilo,1.0,5
4005,202604005,Jose,Andrade,25,Femenino,Ingeniería de Sistemas,Ingeniería,1,1995-07-17,Reserva,17.82,85.76,6,0,24,2026-I,Bajo,8,4,2.42,5,1,Tranquilo,2.4,3
4006,202604006,Yéssica,Alcaraz,20,Masculino,Marketing,Ciencias Empresariales,3,2005-12-08,Retirado,18.31,72.51,4,3,16,2026-I,Bajo,7,4,4.29,5,4,Estresado,2.5,6
4007,202604007,Paca,Mayoral,22,Masculino,Ingeniería de Sistemas,Ingeniería,2,2000-11-17,Reserva,19.54,85.23,5,1,20,2026-I,Bajo,3,2,1.47,8,2,Tranquilo,1.7,2
4008,202604008,Jose Luis,Feliu,17,Masculino,Ingeniería de Sistemas,Ingeniería,8,1998-11-14,Matriculado,18.13,84.42,6,0,24,2026-I,Bajo,6,9,1.35,7,5,Estresado,2.0,6
4009,202604009,Maura,Paz,17,Femenino,Arquitectura,Arquitectura,8,2006-09-01,Retirado,13.77,89.63,5,1,20,2026-I,Medio,8,7,4.8,8,3,Ansioso,0.6,7
4010,202604010,Juan Antonio,Ibáñez,25,Masculino,Enfermería,Ciencias de la Salud,10,2006-12-18,Reserva,17.99,70.35,6,2,24,2026-I,Bajo,4,8,1.83,5,1,Feliz,0.7,1
4011,202604011,Aura,Roman,29,Masculino,Derecho,Derecho,4,2008-04-09,Reserva,14.56,99.9,7,3,28,2026-I,Medio,3,6,1.99,9,1,Feliz,2.7,6
4012,202604012,Samanta,Arco,18,Masculino,Administración,Ciencias Empresariales,3,1995-09-23,Retirado,15.93,73.76,4,0,16,2026-I,Medio,1,8,3.66,8,1,Tranquilo,1.5,6
4013,202604013,Toni,Marí,23,Femenino,Derecho,Derecho,4,2002-10-26,Reserva,10.98,61.78,7,2,28,2026-I,Alto,1,5,4.07,5,4,Motivado,2.3,4
4014,202604014,Benigna,Martinez,20,Femenino,Arquitectura,Arquitectura,6,1999-08-02,Retirado,10.81,70.51,5,2,20,2026-I,Alto,3,3,1.61,8,3,Estresado,2.3,4
4015,202604015,Priscila,Sedano,21,Masculino,Enfermería,Ciencias de la Salud,10,1997-04-26,Matriculado,10.36,85.86,8,3,32,2026-I,Alto,7,2,3.43,6,5,Feliz,1.1,3
4016,202604016,Edgardo,Bertrán,17,Masculino,Administración,Ciencias Empresariales,5,2000-03-31,Retirado,15.44,99.89,6,2,24,2026-I,Medio,7,6,2.74,8,3,Estresado,1.7,3
4017,202604017,Asunción,Franch,28,Femenino,Derecho,Derecho,8,2006-11-12,Reserva,15.98,74.74,6,3,24,2026-I,Medio,2,3,1.98,4,1,Feliz,2.3,3
4018,202604018,Maricruz,Zabala,17,Masculino,Contabilidad,Ciencias Empresariales,6,2004-08-09,Matriculado,11.79,79.31,4,2,16,2026-I,Alto,3,10,3.87,6,2,Feliz,0.3,6
4019,202604019,Fortunato,Casals,26,Femenino,Administración,Ciencias Empresariales,4,2008-10-22,Reserva,14.59,66.96,5,0,20,2026-I,Medio,1,9,4.7,6,1,Tranquilo,1.6,3
4020,202604020,Víctor,Bertrán,20,Femenino,Marketing,Ciencias Empresariales,2,2002-05-13,Retirado,14.56,88.61,8,3,32,2026-I,Medio,8,3,1.83,9,4,Motivado,0.9,1
4021,202604021,Xavier,Mascaró,24,Femenino,Psicología,Ciencias de la Salud,10,2009-04-03,Reserva,13.9,80.56,4,3,16,2026-I,Medio,10,6,1.84,10,3,Motivado,1.0,3
4022,202604022,Ruperta,Sala,18,Femenino,Psicología,Ciencias de la Salud,5,2002-06-29,Matriculado,18.09,98.78,6,2,24,2026-I,Bajo,4,7,4.72,6,2,Tranquilo,1.5,3
4023,202604023,Fernando,Dueñas,25,Femenino,Psicología,Ciencias de la Salud,1,2004-04-07,Reserva,10.02,94.04,8,2,32,2026-I,Alto,2,5,2.2,5,3,Feliz,1.7,6
4024,202604024,René,Abellán,22,Femenino,Enfermería,Ciencias de la Salud,10,1997-07-04,Retirado,15.79,61.95,5,3,20,2026-I,Medio,6,6,4.83,8,5,Feliz,2.6,2
4025,202604025,Victoriano,Sáez,22,Masculino,Arquitectura,Arquitectura,6,2004-01-23,Retirado,15.21,86.41,6,2,24,2026-I,Medio,3,10,2.56,5,4,Feliz,2.5,3
4026,202604026,Catalina,Tejero,26,Femenino,Marketing,Ciencias Empresariales,7,1997-09-08,Retirado,14.11,69.42,8,0,32,2026-I,Medio,6,1,2.42,10,5,Motivado,0.8,1
4027,202604027,Ángela,Valentín,27,Femenino,Contabilidad,Ciencias Empresariales,1,1999-04-17,Matriculado,14.58,96.47,6,2,24,2026-I,Medio,3,10,2.36,5,2,Estresado,1.7,4
4028,202604028,Guiomar,Alcalde,18,Masculino,Psicología,Ciencias de la Salud,5,1996-02-18,Reserva,12.99,71.92,5,0,20,2026-I,Alto,10,9,1.16,9,3,Estresado,0.1,3
4029,202604029,Narciso,Bernat,17,Femenino,Psicología,Ciencias de la Salud,7,2008-12-27,Reserva,19.07,96.47,8,1,32,2026-I,Bajo,4,5,3.41,7,4,Feliz,1.1,3
4030,202604030,Patricio,Cuadrado,21,Femenino,Marketing,Ciencias Empresariales,6,2007-12-06,Retirado,14.5,71.83,5,0,20,2026-I,Medio,7,3,4.22,5,1,Tranquilo,3.0,7
4031,202604031,Maribel,Yáñez,28,Masculino,Psicología,Ciencias de la Salud,9,2004-11-14,Matriculado,10.74,64.7,5,0,20,2026-I,Alto,1,4,3.17,7,2,Tranquilo,0.1,1
